id_festival,nom_manifestation,date_debut,date_fin,site_web,tarif_pass,lieu_principal,codeINSEE,domaine,sous_domaine,nbPassTotal
141,BACO REGGAE FESTIVAL,2024-10-28,2024-10-28,https://www.bacorecords.fr/baco-reggae-festival/,32,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,50
142,BAIGNADE INTERDITE,2024-09-01,2024-09-03,http://baignadeinterdite-24h.blogspot.fr/,18,Rivieres,81225,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,51
143,BAIN DE BLUES,2024-04-26,2024-04-27,www.baindeblues.com,17,BAIN DE BRETAGNE,35012,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",289
144,BAINS NUMÉRIQUES,2024-06-14,2024-06-18,www.bainsnumeriques.fr,33,ENGHIEN LES BAINS,95210,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,176
145,Baisers volés,2024-09-29,2024-09-30,,34,ST MALO,35288,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,176
146,BALEAPOP,2024-08-24,2024-08-27,www.baleapop.com,9,ST JEAN DE LUZ,64483,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE,100
147,BALLADE AVEC BRASSENS,2024-09-06,2024-09-10,http://balladeavecbrassens.fr/,11,RENNES,35238,MUSIQUES ACTUELLES,CHANSON,279
148,BALLADES EN NOVEMBRE,2024-11-11,2024-12-02,http://viarmes.fr/,35,Viarmes,95652,MUSIQUES ACTUELLES,CHANSON,192
149,BANC PUBLIC,2024-09-23,2024-10-08,https://www.bancpublic.org,16,ST BRIEUC,22278,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,169
150,BANDITS-MAGES (FESTIVAL),2024-11-13,2024-12-03,www.bandits-mages.com,22,BOURGES,18033,TRANSDISCIPLINAIRE,TRANSDISCIPLINAIRE,53
151,BANLIEUES BLEUES,2024-03-22,2024-04-19,www.banlieuesbleues.org,10,ST DENIS,93066,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",50
152,Banquet dautomne à Lagrasse,2024-11-01,2024-11-03,www.lamaisondubanquet.fr,28,Lagrasse,11185,LIVRE ET LITTÉRATURE,SCIENCES HUMAINES ET SOCIALES,192
153,Banquet de printemps de Lagrasse,2024-05-31,2024-06-02,www.lamaisondubanquet.fr,19,Lagrasse,11185,LIVRE ET LITTÉRATURE,SCIENCES HUMAINES ET SOCIALES,55
154,BARJAC EN JAZZ,2024-08-17,2024-08-17,www.tourisme-barjac.com,32,BARJAC,30029,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",80
155,BARJAC M'EN CHANTE,2024-07-29,2024-08-03,http://barjacmenchante.org,27,BARJAC,30029,MUSIQUES ACTUELLES,CHANSON,105
156,BARQUES EN SCÈNE,2024-08-24,2024-08-26,http://www.narbonne.fr/barques-scene-2018-0,15,NARBONNE,11262,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,151
157,BARRIERE ENGHIEN JAZZ FESTIVAL,2024-07-05,2024-07-09,www.enghien-jazz-festival.com,28,Enghien les Bains,95210,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",97
158,BARS EN TRANS,2024-12-07,2024-12-10,www.barsentrans.com,22,RENNES,35238,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,285
159,Bastid'Art,2024-08-03,2024-08-06,http://bastidart.org/,29,MIRAMONT DE GUYENNE,47168,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,150
160,BATEAU MUSIC FESTIVAL,2024-06-23,2024-06-25,www.bateaumusic.com,23,Les Mesnuls,78398,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,295
161,BATOJAZZ (BatÔJazz),2024-09-07,2024-09-10,www.batojazz.com,19,Chanaz,73073,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",239
162,BAULE D'AIRS,2024-05-26,2024-05-28,https://www.commune-baule.fr/culture-et-associations/associations/baule-d-airs,23,BAULE,45024,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,148
163,BAY CAR BLUES,2024-11-03,2024-11-04,www.baycarbluesfestival.fr,15,GRANDE SYNTHE,59271,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",189
164,BAZARNAOM D'HIVER,2024-02-29,2024-03-02,http://www.bazarnaom.com,20,CAEN,14118,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,57
165,BAZR,2024-12-08,2024-12-10,www.bazr-festival.com,31,SETE,34301,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,98
166,BBMIX,2024-11-24,2024-11-26,http://bbmix.org,11,BOULOGNE,92012,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,195
167,BD à Bastia - Rencontres de la bande dessinée & de lillustration,2024-04-04,2024-04-07,http://una-volta.com/bd-a-bastia-2019/,13,BASTIA,2B033,LIVRE ET LITTÉRATURE,BANDE DESSINÉE,281
168,BE BOP OR BE DEAD,2024-11-16,2024-11-18,https://bonus-track.fr/,21,BELFORT,90010,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",53
169,BEAU C'EST FESTIVAL,2024-08-18,2024-08-19,https://www.asso-passerelles.fr/,18,BOSSET,24051,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,50
170,BEAUGRENELLE MUSIC FESTIVAL,2024-04-05,2024-04-14,www.beaugrenelle-paris.com/,9,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,210
171,BEAULIEU CLASSIC FESTIVAL,2024-09-15,2024-09-26,www.beaulieuclassicfestival.com,31,BEAULIEU SUR MER,06011,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,144
172,BEAUNE BLUES BOOGIE FESTIVAL,2024-11-29,2024-12-03,www.jpboogie.com,35,BEAUNE,21054,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",133
173,Beauregard,2024-07-07,2024-07-10,www.festivalbeauregard.com,11,Herouville ST Clair,14327,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,177
174,BEAUTIFUL SWAMP BLUES FESTIVAL,2024-04-26,2024-04-28,www.spectacle-gtgp.calais.fr,22,CALAIS,62193,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",131
175,BEBOP FESTIVAL,2024-11-02,2024-11-11,www.bebop-festival.com,35,LE MANS,72181,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,112
176,BÉDARIEUX VOIX D'ORGUES,2024-08-09,2024-08-11,www.bedarieux-voixdorgues.com,22,BEDARIEUX,34028,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,60
177,BEERMAGEDDON FEST,2024-10-21,2024-10-21,www.battlesbeer.org,10,Magny les Hameaux,78356,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,88
178,BEL AIR CLAVIERS FESTIVAL,2024-09-13,2024-09-17,www.rencontresbelair.com,18,CHAMBERY,73065,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,86
179,BELLE ILE ON AIR,2024-08-09,2024-08-10,http://belleileonair.org,21,LE PALAIS,56152,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,224
180,Belles latinas,2024-10-11,2024-10-21,http://www.espaces-latinos.org,34,LYON,69381,LIVRE ET LITTÉRATURE,LITTÉRATURES ÉTRANGÈRES,232
181,BERNARD DIMEY,2024-05-10,2024-05-13,http://festival-bernard-dimey.fr/,20,Nogent,52353,MUSIQUES ACTUELLES,CHANSON,59
182,BERZYK,2024-06-08,2024-06-08,http://www.berzyk.fr/,30,BERZY LE SEC,02077,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,231
183,BETIZFEST,2024-04-12,2024-04-13,www.betizfest.info,13,CAMBRAI,59122,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,185
184,BICHES FESTIVAL,2024-06-14,2024-06-16,http://www.biches-festival.fr/,18,Cisai ST Aubin,61108,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,226
185,Biennale dart contemporain de Strasbourg,2024-12-16,2024-03-03,http://biennale-strasbourg.eu/,22,STRASBOURG,67482,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,58
186,Biennale d'architecture et de paysage à Versailles,2024-05-03,2024-07-13,http://bap-idf.com/,33,VERSAILLES,78646,DOMAINES DIVERS,ARCHITECTURE ET PAYSAGE,298
187,Biennale d'art contemporain Chemin d'art,2024-07-08,2024-09-24,http://www.chemindart.fr/,13,ST FLOUR,15187,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,277
188,Biennale d'art contemporain d'Anglet,2024-08-25,2024-11-05,http://www.lalittorale.anglet.fr/,27,ANGLET,64024,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,224
189,Biennale d'art contemporain de Rennes,2024-09-30,2024-12-03,,24,RENNES,35238,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,204
190,Biennale de danse du Val-de-Marne,2024-03-21,2024-04-19,http://www.alabriqueterie.com/fr/,23,VITRY SUR SEINE,94081,DANSE,DANSE CONTEMPORAINE,156
191,Biennale de la Photographie de Mulhouse,2024-06-03,2024-09-03,http://www.biennale-photo-mulhouse.com/2018/,28,MULHOUSE,68224,ARTS PLASTIQUES ET VISUELS,PHOTOGRAPHIE,259
192,Biennale de Lyon (Arts plastiques),2024-09-18,2025-01-15,http://www.labiennaledelyon.com/,30,LYON,69381,ARTS PLASTIQUES ET VISUELS,ARTS PLASTIQUES ET VISUELS,291
193,Biennale de Lyon (Danse),2024-09-12,2024-10-01,www.biennaledeladanse.com,32,LYON,69381,DANSE,DANSE CONTEMPORAINE,152
194,Biennale des Arts de la Marionnette,2024-05-03,2024-05-29,http://lemouffetard.com/,14,PARIS,75101,DIVERS SPECTACLE VIVANT,MARIONNETTES,84
195,Biennale du design graphique,2024-05-01,2024-05-31,http://www.centrenationaldugraphisme.fr/fr/cig/,34,CHAUMONT,52121,ARTS PLASTIQUES ET VISUELS,DESIGN,96
196,Biennale européenne des patrimoines,2024-09-06,2024-09-08,https://www.labiennale.fr/,28,TOULOUSE,31555,DOMAINES DIVERS,HISTOIRE ET PATRIMOINE,215
197,Biennale Internationale des Arts du Cirque Provence Alpes Côte dAzur (BIAC),2024-01-12,2024-02-11,http://www.biennale-cirque.com/fr/,14,MARSEILLE,13201,CIRQUE ET ARTS DE LA RUE,CIRQUE,114
198,Biennale internationale des poètes,2024-11-01,2024-11-30,http://www.biennaledespoetes.fr/,32,CRETEIL,94028,LIVRE ET LITTÉRATURE,POÉSIE,246
199,Biennale internationale du design de Saint-Étienne,2024-03-21,2024-04-22,,35,ST ETIENNE,42218,ARTS PLASTIQUES ET VISUELS,DESIGN,228
200,BIG BAG FESTIVAL,2024-09-22,2024-09-23,http://www.bigbagfestival.com,32,BAGNERES DE BIGORRE,65059,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,58
201,BIG BANG FESTIVAL,2024-10-13,2024-10-14,www.marvellous-island.fr,21,La Plaine ST Denis,93066,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,157
202,BIG LOVE,2024-06-07,2024-06-09,http://crabcakecorporation.com,28,RENNES,35238,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,211
203,Big Reggae Festival,2024-07-13,2024-07-13,,23,JUAN LES PINS,06004,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,231
204,BIKINI FEST,2024-08-31,2024-08-31,http://www.lebikini.com,23,RAMONVILLE ST AGNE,31446,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,219
205,BINIC FOLK BLUES FESTIVAL,2024-07-28,2024-07-30,www.binic-folks-blues-festival.com,15,BINIC,22055,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",261
206,BIRTHDAY FESTIVAL,2024-10-13,2024-11-04,https://fr-fr.facebook.com/birthdayfestival/,17,ANNECY,74010,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,163
207,BITTER SWEET (PARADISE) FESTIVAL,2024-07-13,2024-07-16,www.baladessonores.com,30,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,291
208,BLACK BASS FESTIVAL,2024-09-01,2024-09-02,www.blackbassfestival.com,8,BRAUD ET ST LOUIS,33073,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,111
209,BLIZZARD FESTIVAL,2024-02-02,2024-02-03,,27,CHATEAUROUX,36044,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,248
210,BLIZZ'ART FESTIVAL,2024-05-02,2024-05-04,http://blizzartfestival.com/,10,CIRAL,61107,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,172
211,Bloody Fleury,2024-02-02,2024-02-04,http://bloody.fleurysurorne.fr/,31,Fleury sur Orne,14271,LIVRE ET LITTÉRATURE,LITTÉRATURE POLICIÈRE,251
212,Bloody week end,2024-05-31,2024-06-02,https://bloodyweekend.fr/,31,AUDINCOURT,25031,CINÉMA ET AUDIOVISUEL,FILMS FANTASTIQUE,131
213,BLUES À SENART EN ESSONNE,2024-05-17,2024-05-17,www.bluesasenart.com,35,ST PIERRE DU PERRAY,91573,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",199
214,Blues au Château,2024-08-17,2024-08-20,http://www.bluesauchateau.com/,26,La Cheze,22039,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",156
215,BLUES AUTOUR DU ZINC,2024-03-15,2024-03-23,www.zincblues.com,24,BEAUVAIS,60057,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",103
216,BLUES DE TRAVERSE,2024-10-07,2024-12-03,www.latraverse.org,27,CLEON,76178,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",222
217,BLUES DES DEUX RIVIERES,2024-10-06,2024-10-07,www.festival-blues-bretagne.fr,19,BELLE ISLE EN TERRE,22005,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",295
218,BLUES EN CHENIN,2024-08-26,2024-08-26,www.bluesenchenin.com,17,ST LAMBERT DU LATTAY,49292,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",130
219,Blues en Loire,2024-08-19,2024-08-26,,17,La Charite sur Loire,58059,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",266
220,BLUES EN MARS,2024-03-08,2024-03-29,https://www.wattrelos-tourisme.com/fr/,21,WATTRELOS,59650,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",83
221,BLUES EN RADE,2024-04-04,2024-04-07,https://sites.google.com/view/bluesenrade,12,LOCMIQUELIC,56118,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",150
222,BLUES IN SEM,2024-08-11,2024-08-12,www.bluesinsem.com,14,ST MEDARD EN JALLES,33449,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",279
223,Blues Rock Festival,2024-09-23,2024-10-14,http://www.bluesrockfestival.fr/,19,CHATEAURENARD,13027,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",119
224,BLUES SUR SEINE,2024-11-10,2024-11-25,www.blues-sur-seine.com,33,Mantes La Jolie,78361,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",116
225,BOCKSONS FESTIVAL,2024-05-17,2024-05-18,http://www.ville-valentigney.fr,33,Valentigney,25580,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,277
226,BON MOMENT ESTIVAL,2024-05-24,2024-05-25,,35,NANCY,54395,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,188
227,Bonjour l'hiver,2024-12-08,2024-12-25,http://www.annemasse.fr/Culture/Vie-culturelle/Festivals/Bonjour-L-Hiver,35,ANNEMASSE,74012,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,96
228,BONNE MACHINE,2024-05-18,2024-05-18,www.mjcconflans.org,18,CONFLANS STE HONORINE,78172,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,237
229,BONSOIR PARIS !,2024-12-11,2024-12-13,www.festivalbonsoirparis.com,12,PARIS,75101,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,164
230,BOOGIE SPIRIT FESTIVAL,2024-11-02,2024-11-05,www.bsf4.com/fr,12,ILLKIRCH GRAFFENSTADEN,67218,PLURIDISCIPLINAIRE SPECTACLE VIVANT,MUSIQUE ET DANSE,287
231,BORDEAUX CITE TANGO FESTIVAL,2024-05-07,2024-05-12,http://www.bordeaux-tango-festival.com/?lang=fr,23,BORDEAUX,33063,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,136
232,BORDEAUX ROCK FESTIVAL,2024-01-24,2024-01-28,http://www.bordeauxrock.com,23,BORDEAUX,33063,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,123
233,Bouche à oreille,2024-06-06,2024-06-09,https://festivalbao.fr/,29,STE GEMMES SUR LOIRE,49278,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",276
234,Bouillez!,2024-07-08,2024-07-09,http://bouillez.fr/,11,Bouille ST Paul,79044,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,189
235,BOULE BLEUE,2024-09-02,2024-09-03,www.laboulebleue.org,20,AMIENS,80021,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,174
236,BOULEGAN - FESTIVAL DE LA SAINT JEAN,2024-06-05,2024-06-09,https://www.boulegan.fr/,33,MARSEILLE,13201,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,278
237,BOULEGAN A L'OSTAL,2024-04-19,2024-04-21,https://www.festival-boulegan.com,30,ST JEAN DU GARD,30269,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,103
238,BOUN'ESTIVAL,2024-06-09,2024-06-11,www.leplancherdeschevres.fr,18,TOULON,83137,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,287
239,BOUTEILLE EN BRETELLES,2024-03-23,2024-03-23,http://www.bouteilleenbretelles.com,12,BOURG ST ANDEOL,07042,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,173
240,BRASS OPEN DE LESQUIN - RENCONTRE EUROPENNE DE CUIVRES,2024-09-29,2024-09-30,http://brassopen.free.fr/,9,Lesquin,59343,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,154
241,Break Storming,2024-04-02,2024-04-06,https://www.espace-des-arts.com/,35,CHALON SUR SAONE,71076,DANSE,DANSES URBAINES,206
242,BREIZH FOLIES,2024-10-14,2024-10-14,www.gwenmenez.com/breizhfolies,18,Guemene Penfao,44067,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,188
243,BRESIL EN MOUVEMENTS,2024-09-20,2024-09-24,www.bresilenmouvements.org,25,PARIS,75101,CINÉMA ET AUDIOVISUEL,DOCUMENTAIRE,71
244,BRESSTIVAL,2024-05-25,2024-05-25,,32,BLETTERANS,39056,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,136
245,British Screen / Ecrans Britanniques  Nîmes,2024-03-08,2024-03-17,http://ecransbritanniques.org,26,NIMES,30189,CINÉMA ET AUDIOVISUEL,CINÉMAS ÉTRANGERS,195
246,Brive Festival,2024-07-21,2024-07-24,http://brivefestival.com/,16,Brive la Gaillarde,19031,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,232
247,BRON RVB'N,2024-04-04,2024-04-11,https://rvbn.fr/2019/,24,BRON,69029,TRANSDISCIPLINAIRE,CRÉATION NUMÉRIQUE,109
248,Bruit de la musique,2024-08-22,2024-08-24,http://www.lebruitdelamusique.org/,28,ST Silvain sous Toulx,23243,PLURIDISCIPLINAIRE MUSIQUE,PLURIDISCIPLINAIRE MUSIQUE,154
249,BRUIT'FIER ROCK FESTIVAL,2024-10-28,2024-10-28,www.bruitfier-rock.fr,20,LA BRUFFIERE,85039,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,85
250,BUBBLE DJ FESTIVAL,2024-07-01,2024-07-01,http://www.bubbledjfestival.fr/,29,Epernay,51230,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,74
251,BULLY ON ROCKS,2024-10-21,2024-10-21,www.bullyonrocks.fr,16,Bully Les Mines,62186,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,144
252,CA JAZZ A BRIDES,2024-07-07,2024-07-10,http://www.jazzabrides.com,34,BRIDES LES BAINS,73057,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",261
253,ÇA VA BIEN SE PASSER,2024-06-07,2024-06-09,www.cavabienspasser.fr,18,ESTRABLIN,38157,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,76
254,CABARET FRAPPÉ,2024-07-17,2024-07-22,www.cabaret-frappe.com,22,GRENOBLE,38185,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,272
255,CABARET VERT,2024-08-24,2024-08-27,www.cabaretvert.com,31,CHARLEVILLE MEZIERES,08105,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,156
256,Cabourg mon Amour,2024-06-30,2024-07-02,http://cabourgmonamour.fr/,34,Cabourg,14117,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,188
257,CADENCES,2024-09-21,2024-09-24,http://www.ville-arcachon.fr/,10,ARCACHON,33009,DANSE,DANSE,142
258,CAFE DE LA MARINE,2024-03-01,2024-04-02,www.trianontransatlantique.com,32,SOTTEVILLE LES ROUEN,76681,MUSIQUES ACTUELLES,CHANSON,107
259,Cafés littéraires de Montélimar,2024-10-03,2024-10-06,http://lescafeslitteraires.fr/,10,Montelimar,26198,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,181
260,CAHORS BLUES FESTIVAL,2024-07-15,2024-07-19,www.cahorsbluesfestival.com,34,CAHORS,46042,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",292
261,CAMBROUSS'RIES,2024-03-29,2024-04-13,http://art-maure-spectacles.com,12,Maure de Bretagne,35168,DIVERS SPECTACLE VIVANT,HUMOUR,143
262,CANAL EN SCÈNE,2024-06-10,2024-06-10,www.artnonyme.jimdo.com,35,BLAIN,44015,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,140
263,Canneseries,2024-04-05,2024-04-10,http://canneseries.com/fr/,25,CANNES,06029,CINÉMA ET AUDIOVISUEL,AUDIOVISUEL,55
264,CAP A CASES,2024-06-22,2024-06-22,www.capacases.fr,21,CASES DE PENE,66041,MUSIQUES ACTUELLES,MUSIQUES ACTUELLES,136
265,Cap aux bords - Rencontres cinéma et éducation populaire à Sainte Livrade,2024-07-10,2024-07-17,http://www.laligue47.org/culture/cap-aux-bords,24,STE Livrade sur Lot,47252,CINÉMA ET AUDIOVISUEL,CINÉMA ET AUDIOVISUEL,130
266,CAP FERRET MUSIC FESTIVAL,2024-07-08,2024-07-14,www.ferretfestival.com,22,CAP FERRET,33236,MUSIQUES CLASSIQUES,MUSIQUES CLASSIQUES,213
267,CAP JAZZ,2024-08-04,2024-08-08,https://cap-dail.fr/,12,CAP D AIL,06032,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",272
268,CAPH'ART'NAUM,2024-08-25,2024-08-26,https://www.caphartsnaum.com/,24,LAFAUCHE,52256,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",213
269,CAR SCENE ROCK SON,2024-04-13,2024-04-13,,18,Carcen Ponson,40067,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,63
270,Caractères,2024-05-24,2024-05-26,https://www.festival-caracteres.fr/,14,AUXERRE,89024,LIVRE ET LITTÉRATURE,LIVRE ET LITTÉRATURE,249
271,CARAVANSERAIL,2024-06-07,2024-06-08,http://festival-caravanserail.com,17,MARSEILLE,13201,MUSIQUES ACTUELLES,MUSIQUES TRADITIONNELLES ET DU MONDE,249
272,Carbur'en Scène,2025-01-29,2025-02-01,http://www.carburenscene.fr/,11,BOURG EN BRESSE,01053,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,221
273,CARESSEZ LE POTAGER,2024-09-23,2024-09-23,www.caressezlepotager.net,12,MARSEILLE,13201,PLURIDISCIPLINAIRE SPECTACLE VIVANT,PLURIDISCIPLINAIRE SPECTACLE VIVANT,77
274,CARGESE SOUND SYSTEM,2024-08-04,2024-08-06,http://www.cargesesoundsystem.com,15,CARGESE,2A065,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,227
275,Carnavalorock,2024-10-19,2024-10-21,www.carnavalorock.com,16,ST BRIEUC,22278,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,215
276,CARREMENT A L'OUEST,2024-10-07,2024-10-07,http://lecitronjaune.com/carrement-a-louest/,10,PORT ST LOUIS DU RHONE,13078,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,98
277,Carrément à l'Ouest,2024-10-07,2024-10-07,http://lecitronjaune.com/carrement-a-louest/,12,PORT ST LOUIS DU RHONE,13078,CIRQUE ET ARTS DE LA RUE,ARTS DE LA RUE,232
278,CAR'SCENE ROCK'SON,2024-04-13,2024-04-13,https://fr-fr.facebook.com/carscenerockson/,24,CARCEN PONSON,40067,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,219
279,CATALPA FESTIVAL,2024-06-28,2024-06-30,http://www.lesilex.fr/,25,AUXERRE,89024,MUSIQUES ACTUELLES,MUSIQUES AMPLIFIÉES OU ÉLECTRONIQUES,123
280,CAVAL'AIR JAZZ FESTIVAL,2024-09-06,2024-09-10,www.cavalairejazz.fr,27,CAVALAIRE SUR MER,83036,MUSIQUES ACTUELLES,"JAZZ, BLUES ET MUSIQUES IMPROVISÉES",241
